FCC ID,Grantee Code,Grantee Name,Application Purpose,Grant Date
AFJ9XUIC-M2,AFJ,ICOM Incorporated,Class II Permissive Change,12/23/1982
AFJ9XUIC-M5,AFJ,ICOM Incorporated,Class II Permissive Change,05/24/1984
AFJ9XUIC-M5,AFJ,ICOM Incorporated,Class II Permissive Change,10/21/1987
AFJ9XUIC-M500,AFJ,ICOM Incorporated,Original Equipment,03/16/1988
AFJ9XUIC-M500D,AFJ,ICOM Incorporated,Original Equipment,06/20/1988
AFJ9XUIC-M55,AFJ,ICOM Incorporated,Original Equipment,05/31/1985
AFJ9XUIC-M56,AFJ,ICOM Incorporated,Original Equipment,12/13/1988
AFJ9XUIC-M700TY,AFJ,ICOM Incorporated,Original Equipment,04/30/1986
AFJ9XUIC-M8,AFJ,ICOM Incorporated,Original Equipment,03/09/1987
AFJ9XUIC-M80,AFJ,ICOM Incorporated,Original Equipment,08/16/1982
AFJ9XUIC-M80,AFJ,ICOM Incorporated,Original Equipment,08/24/1982
AFJ9XUIC-M800,AFJ,ICOM Incorporated,Class II Permissive Change,10/22/1991
AFJ9XUIC-ML25,AFJ,ICOM Incorporated,Original Equipment,06/15/1982
AFJ9XUIC-R7000,AFJ,ICOM Incorporated,Original Equipment,05/19/1986
AFJ9XUIC-R9000,AFJ,ICOM Incorporated,Original Equipment,03/28/1989
AFJ9XUIC-RP1510,AFJ,ICOM Incorporated,Original Equipment,03/28/1988
AFJ9XUIC-RP2210,AFJ,ICOM Incorporated,Original Equipment,11/13/1987
AFJ9XUIC-RP3010,AFJ,ICOM Incorporated,Original Equipment,05/17/1983
AFJ9XUIC-U10,AFJ,ICOM Incorporated,Original Equipment,07/16/1984
AFJ9XUIC-U12,AFJ,ICOM Incorporated,Original Equipment,07/21/1983
AFJ9XUIC-U16,AFJ,ICOM Incorporated,Original Equipment,08/20/1985
AFJ9XUIC-U16,AFJ,ICOM Incorporated,Original Equipment,08/21/1985
AFJ9XUIC-U16-L,AFJ,ICOM Incorporated,Original Equipment,06/09/1988
AFJ9XUIC-U18,AFJ,ICOM Incorporated,Original Equipment,05/09/1988
AFJ9XUIC-U2,AFJ,ICOM Incorporated,Original Equipment,05/23/1986
AFJ9XUIC-U200,AFJ,ICOM Incorporated,Original Equipment,10/27/1986
AFJ9XUIC-U400,AFJ,ICOM Incorporated,Original Equipment,08/21/1985
AFJ9XUIC-U400C,AFJ,ICOM Incorporated,Original Equipment,09/01/1988
AFJ9XUIC-V100,AFJ,ICOM Incorporated,Original Equipment,12/11/1985
AFJ9XUIC-V200,AFJ,ICOM Incorporated,Original Equipment,10/22/1987
AFJ9XUIC900AUX29A,AFJ,ICOM Incorporated,Original Equipment,05/14/1987
AFJ9XUIC900AUX29H,AFJ,ICOM Incorporated,Original Equipment,08/19/1987
AFJ9XUIC900AUX39A,AFJ,ICOM Incorporated,Original Equipment,05/14/1987
AFJ9XUIC900AUX49A,AFJ,ICOM Incorporated,Original Equipment,05/14/1987
AFJ9XUIC900AUX59A,AFJ,ICOM Incorporated,Original Equipment,05/14/1987
AFJ9XUICM700,AFJ,ICOM Incorporated,Original Equipment,05/04/1984
AFJ9XUMICRO2A,AFJ,ICOM Incorporated,Original Equipment,10/10/1986
AFJ9XUMICRO2AT,AFJ,ICOM Incorporated,Original Equipment,11/12/1986
AFJ9XUMICRO4A,AFJ,ICOM Incorporated,Original Equipment,01/07/1987
AFJ9XUMICRO4AT,AFJ,ICOM Incorporated,Original Equipment,01/13/1987
AFJAP-12,AFJ,ICOM Incorporated,Original Equipment,04/24/2002
AFJAP-3,AFJ,ICOM Incorporated,Original Equipment,12/29/2000
AFJEX-2006,AFJ,ICOM Incorporated,Original Equipment,08/03/1998
AFJGM-110DSC,AFJ,ICOM Incorporated,Original Equipment,05/30/1996
AFJIC-2000H,AFJ,ICOM Incorporated,Original Equipment,02/07/1995
AFJIC-207H,AFJ,ICOM Incorporated,Class II Permissive Change,01/13/2000
AFJIC-207H,AFJ,ICOM Incorporated,Original Equipment,03/19/1997
AFJIC-2100H,AFJ,ICOM Incorporated,Class II Permissive Change,12/13/1999
AFJIC-2100H,AFJ,ICOM Incorporated,Original Equipment,02/18/1998
AFJIC-229A,AFJ,ICOM Incorporated,Original Equipment,04/26/1990
AFJIC-229H,AFJ,ICOM Incorporated,Original Equipment,05/01/1990
AFJIC-2330A,AFJ,ICOM Incorporated,Original Equipment,08/05/1992
AFJIC-2340H,AFJ,ICOM Incorporated,Original Equipment,03/16/1994
AFJIC-2350H,AFJ,ICOM Incorporated,Original Equipment,08/28/1995
AFJIC-2410A,AFJ,ICOM Incorporated,Original Equipment,07/31/1991
AFJIC-2410H,AFJ,ICOM Incorporated,Original Equipment,07/31/1991
AFJIC-24AT,AFJ,ICOM Incorporated,Original Equipment,01/11/1990
AFJIC-2700H,AFJ,ICOM Incorporated,Original Equipment,03/15/1994
AFJIC-2710H,AFJ,ICOM Incorporated,Original Equipment,02/28/1996
AFJIC-2720H,AFJ,ICOM Incorporated,Original Equipment,10/29/2002
AFJIC-2800H,AFJ,ICOM Incorporated,Class II Permissive Change,02/03/2000
AFJIC-2800H,AFJ,ICOM Incorporated,Original Equipment,04/05/1999
AFJIC-281H,AFJ,ICOM Incorporated,Original Equipment,02/28/1994
AFJIC-2GXA,AFJ,ICOM Incorporated,Original Equipment,11/03/1993
AFJIC-2GXAT,AFJ,ICOM Incorporated,Class II Permissive Change,02/11/2000
AFJIC-2GXAT,AFJ,ICOM Incorporated,Original Equipment,11/04/1993
AFJIC-2IA,AFJ,ICOM Incorporated,Original Equipment,09/25/1992
AFJIC-2SRA,AFJ,ICOM Incorporated,Original Equipment,02/28/1992
AFJIC-3220A,AFJ,ICOM Incorporated,Original Equipment,05/04/1990
AFJIC-3220H,AFJ,ICOM Incorporated,Original Equipment,04/26/1990
AFJIC-3230A,AFJ,ICOM Incorporated,Original Equipment,06/17/1992
AFJIC-3230H,AFJ,ICOM Incorporated,Original Equipment,06/17/1992
AFJIC-4008A,AFJ,ICOM Incorporated,Original Equipment,03/02/1998
AFJIC-449A,AFJ,ICOM Incorporated,Original Equipment,04/26/1990
AFJIC-481H,AFJ,ICOM Incorporated,Original Equipment,12/05/1994
AFJIC-4GXAT,AFJ,ICOM Incorporated,Original Equipment,03/16/1994
AFJIC-4IA,AFJ,ICOM Incorporated,Original Equipment,09/24/1992
AFJIC-4SRA,AFJ,ICOM Incorporated,Original Equipment,02/28/1992
AFJIC-703,AFJ,ICOM Incorporated,Original Equipment,03/18/2003
AFJIC-706,AFJ,ICOM Incorporated,Original Equipment,09/20/1995
AFJIC-706MK2,AFJ,ICOM Incorporated,Original Equipment,05/14/1997
AFJIC-706MK2G,AFJ,ICOM Incorporated,Class II Permissive Change,02/11/2000
AFJIC-706MK2G,AFJ,ICOM Incorporated,Original Equipment,03/12/1999
AFJIC-729,AFJ,ICOM Incorporated,Original Equipment,05/26/1992
AFJIC-736,AFJ,ICOM Incorporated,Original Equipment,01/06/1994
AFJIC-746,AFJ,ICOM Incorporated,Class II Permissive Change,02/11/2000
AFJIC-746,AFJ,ICOM Incorporated,Original Equipment,03/11/1998
AFJIC-746PRO,AFJ,ICOM Incorporated,Original Equipment,12/15/2001
AFJIC-756,AFJ,ICOM Incorporated,Original Equipment,01/15/1997
AFJIC-756PRO,AFJ,ICOM Incorporated,Original Equipment,12/23/1999
AFJIC-756PRO2,AFJ,ICOM Incorporated,Original Equipment,09/14/2001
AFJIC-820H,AFJ,ICOM Incorporated,Original Equipment,03/15/1994
AFJIC-821HA,AFJ,ICOM Incorporated,Original Equipment,07/29/1996
AFJIC-901A,AFJ,ICOM Incorporated,Original Equipment,01/11/1990
AFJIC-910H,AFJ,ICOM Incorporated,Original Equipment,12/26/2000
AFJIC-A110,AFJ,ICOM Incorporated,Class II Permissive Change,02/23/2011
AFJIC-A110,AFJ,ICOM Incorporated,Class II Permissive Change,06/03/2006
AFJIC-A110,AFJ,ICOM Incorporated,Original Equipment,03/30/2000
AFJIC-A200,AFJ,ICOM Incorporated,Original Equipment,02/14/1992
AFJIC-A21,AFJ,ICOM Incorporated,Original Equipment,05/06/1991
AFJIC-A22,AFJ,ICOM Incorporated,Original Equipment,11/29/1994
AFJIC-A23,AFJ,ICOM Incorporated,Original Equipment,07/25/2000
AFJIC-A3,AFJ,ICOM Incorporated,Original Equipment,11/02/1994
AFJIC-A4,AFJ,ICOM Incorporated,Original Equipment,02/09/1998
AFJIC-A5,AFJ,ICOM Incorporated,Original Equipment,07/25/2000
AFJIC-DELTA100A,AFJ,ICOM Incorporated,Original Equipment,09/13/1993
AFJIC-DELTA100H,AFJ,ICOM Incorporated,Original Equipment,11/16/1993
AFJIC-DELTA1A,AFJ,ICOM Incorporated,Original Equipment,07/24/1992
AFJIC-F10-1,AFJ,ICOM Incorporated,Original Equipment,09/28/1994
AFJIC-F10-2,AFJ,ICOM Incorporated,Original Equipment,09/15/1994
AFJIC-F1020-1,AFJ,ICOM Incorporated,Original Equipment,11/30/1995
AFJIC-F1020-2,AFJ,ICOM Incorporated,Original Equipment,11/30/1995
AFJIC-F1020WN-2,AFJ,ICOM Incorporated,Original Equipment,12/10/1996
AFJIC-F11,AFJ,ICOM Incorporated,Original Equipment,10/12/2001
AFJIC-F121S,AFJ,ICOM Incorporated,Original Equipment,12/04/2002
AFJIC-F20-2,AFJ,ICOM Incorporated,Original Equipment,12/30/1994
AFJIC-F20-3,AFJ,ICOM Incorporated,Original Equipment,12/30/1994
AFJIC-F20-4,AFJ,ICOM Incorporated,Original Equipment,12/30/1994
AFJIC-F2020-1,AFJ,ICOM Incorporated,Original Equipment,01/23/1996
AFJIC-F2020-2,AFJ,ICOM Incorporated,Original Equipment,01/22/1996
AFJIC-F2020-3,AFJ,ICOM Incorporated,Original Equipment,01/23/1996
AFJIC-F2020-4,AFJ,ICOM Incorporated,Original Equipment,01/23/1996
AFJIC-F2020WN-2,AFJ,ICOM Incorporated,Original Equipment,01/23/1997
AFJIC-F2020WN-3,AFJ,ICOM Incorporated,Original Equipment,02/14/1997
AFJIC-F21,AFJ,ICOM Incorporated,Original Equipment,08/23/2001
AFJIC-F21-1,AFJ,ICOM Incorporated,Original Equipment,02/20/2002
AFJIC-F221S,AFJ,ICOM Incorporated,Original Equipment,01/14/2003
AFJIC-F3-2,AFJ,ICOM Incorporated,Original Equipment,12/02/1996
AFJIC-F3-3,AFJ,ICOM Incorporated,Original Equipment,10/22/1997
AFJIC-F3-4,AFJ,ICOM Incorporated,Original Equipment,01/07/1997
AFJIC-F30-2,AFJ,ICOM Incorporated,Original Equipment,06/01/1994
AFJIC-F30G,AFJ,ICOM Incorporated,Original Equipment,02/05/2001
AFJIC-F30LT-1,AFJ,ICOM Incorporated,Original Equipment,09/13/1994
AFJIC-F30LT-2,AFJ,ICOM Incorporated,Original Equipment,06/01/1994
AFJIC-F30LTWN-2,AFJ,ICOM Incorporated,Original Equipment,01/30/1997
AFJIC-F320WN-5,AFJ,ICOM Incorporated,Original Equipment,12/18/1997
AFJIC-F320WN-6,AFJ,ICOM Incorporated,Original Equipment,10/06/1997
AFJIC-F3G-1,AFJ,ICOM Incorporated,Original Equipment,03/08/2000
AFJIC-F3G-2,AFJ,ICOM Incorporated,Class II Permissive Change,07/27/2001
AFJIC-F3G-2,AFJ,ICOM Incorporated,Original Equipment,02/18/2000
AFJIC-F4-1,AFJ,ICOM Incorporated,Original Equipment,10/06/1997
AFJIC-F4-2,AFJ,ICOM Incorporated,Original Equipment,10/21/1997
AFJIC-F4-3,AFJ,ICOM Incorporated,Original Equipment,03/20/1997
AFJIC-F4-4,AFJ,ICOM Incorporated,Original Equipment,03/10/1997
AFJIC-F4-5,AFJ,ICOM Incorporated,Original Equipment,04/20/1998
AFJIC-F4-6,AFJ,ICOM Incorporated,Original Equipment,04/06/1998
AFJIC-F40G-1,AFJ,ICOM Incorporated,Original Equipment,02/05/2001
AFJIC-F40G-2,AFJ,ICOM Incorporated,Original Equipment,02/05/2001
AFJIC-F40G-3,AFJ,ICOM Incorporated,Original Equipment,02/13/2001
AFJIC-F40LT-1,AFJ,ICOM Incorporated,Original Equipment,11/18/1994
AFJIC-F40LT-2,AFJ,ICOM Incorporated,Original Equipment,08/08/1994
AFJIC-F40LT-3,AFJ,ICOM Incorporated,Original Equipment,01/23/1995
AFJIC-F40LTWN-1,AFJ,ICOM Incorporated,Original Equipment,04/03/1997
AFJIC-F40LTWN-2,AFJ,ICOM Incorporated,Original Equipment,02/10/1997
AFJIC-F40LTWN-3,AFJ,ICOM Incorporated,Original Equipment,12/02/1996
AFJIC-F420WN-10,AFJ,ICOM Incorporated,Original Equipment,12/18/1997
AFJIC-F420WN-11,AFJ,ICOM Incorporated,Original Equipment,03/05/1998
AFJIC-F420WN-12,AFJ,ICOM Incorporated,Class II Permissive Change,07/28/1998
AFJIC-F420WN-12,AFJ,ICOM Incorporated,Original Equipment,05/14/1998
AFJIC-F420WN-9,AFJ,ICOM Incorporated,Original Equipment,04/20/1998
AFJIC-F4G-1,AFJ,ICOM Incorporated,Original Equipment,02/05/2001
AFJIC-F4G-2,AFJ,ICOM Incorporated,Class II Permissive Change,07/25/2001
AFJIC-F4G-2,AFJ,ICOM Incorporated,Original Equipment,04/18/2000
AFJIC-F4G-3,AFJ,ICOM Incorporated,Original Equipment,02/05/2001
AFJIC-F4G-4,AFJ,ICOM Incorporated,Original Equipment,04/18/2001
AFJIC-F4TR-1,AFJ,ICOM Incorporated,Original Equipment,03/06/2000
AFJIC-F4TR-2,AFJ,ICOM Incorporated,Original Equipment,05/03/2000
AFJIC-F4TR-3,AFJ,ICOM Incorporated,Original Equipment,05/03/2000
AFJIC-F520,AFJ,ICOM Incorporated,Original Equipment,03/20/2002
AFJIC-F521,AFJ,ICOM Incorporated,Original Equipment,08/13/2002
AFJIC-F620-1,AFJ,ICOM Incorporated,Original Equipment,06/11/2002
AFJIC-F620-2,AFJ,ICOM Incorporated,Original Equipment,03/08/2002
AFJIC-F621-2,AFJ,ICOM Incorporated,Original Equipment,05/09/2002
AFJIC-GM1500,AFJ,ICOM Incorporated,Original Equipment,08/11/1994
AFJIC-H19,AFJ,ICOM Incorporated,Original Equipment,10/29/1990
AFJIC-H28-1,AFJ,ICOM Incorporated,Original Equipment,10/29/1992
AFJIC-H28-2,AFJ,ICOM Incorporated,Original Equipment,10/29/1992
AFJIC-M1,AFJ,ICOM Incorporated,Original Equipment,01/19/1996
AFJIC-M10A,AFJ,ICOM Incorporated,Original Equipment,11/02/1994
AFJIC-M125,AFJ,ICOM Incorporated,Original Equipment,04/22/1992
AFJIC-M125,AFJ,ICOM Incorporated,Original Equipment,04/24/1992
AFJIC-M126DSC,AFJ,ICOM Incorporated,Original Equipment,02/23/1994
AFJIC-M127,AFJ,ICOM Incorporated,Original Equipment,11/18/1996
AFJIC-M15,AFJ,ICOM Incorporated,Original Equipment,11/15/1993
AFJIC-M1V,AFJ,ICOM Incorporated,Original Equipment,02/22/2000
AFJIC-M2A,AFJ,ICOM Incorporated,Original Equipment,03/08/2002
AFJIC-M3A,AFJ,ICOM Incorporated,Original Equipment,01/20/1998
AFJIC-M402,AFJ,ICOM Incorporated,Original Equipment,03/20/2001
AFJIC-M45,AFJ,ICOM Incorporated,Original Equipment,12/19/1997
AFJIC-M45A,AFJ,ICOM Incorporated,Original Equipment,08/11/1999
AFJIC-M502,AFJ,ICOM Incorporated,Original Equipment,07/17/2000
AFJIC-M57,AFJ,ICOM Incorporated,Original Equipment,01/24/1992
AFJIC-M58,AFJ,ICOM Incorporated,Original Equipment,08/24/1994
AFJIC-M59,AFJ,ICOM Incorporated,Original Equipment,05/06/1996
AFJIC-M600,AFJ,ICOM Incorporated,Original Equipment,09/05/1991
AFJIC-M602,AFJ,ICOM Incorporated,Class II Permissive Change,08/09/2006
AFJIC-M602,AFJ,ICOM Incorporated,Original Equipment,01/07/2003
AFJIC-M7,AFJ,ICOM Incorporated,Original Equipment,01/11/1990
AFJIC-M710-1,AFJ,ICOM Incorporated,Original Equipment,01/17/1996
AFJIC-M710-2,AFJ,ICOM Incorporated,Original Equipment,01/17/1996
AFJIC-M710-3,AFJ,ICOM Incorporated,Original Equipment,05/30/1996
AFJIC-M710RT-1,AFJ,ICOM Incorporated,Original Equipment,10/13/1998
AFJIC-M802,AFJ,ICOM Incorporated,Original Equipment,07/24/2002
AFJIC-M810,AFJ,ICOM Incorporated,Original Equipment,11/16/1992
AFJIC-M88,AFJ,ICOM Incorporated,Original Equipment,12/23/2002
AFJIC-M9,AFJ,ICOM Incorporated,Original Equipment,08/10/1993
AFJIC-P2AT,AFJ,ICOM Incorporated,Original Equipment,03/05/1992
AFJIC-P3AT,AFJ,ICOM Incorporated,Original Equipment,06/17/1992
AFJIC-P4AT,AFJ,ICOM Incorporated,Original Equipment,02/14/1992
AFJIC-PCR100,AFJ,ICOM Incorporated,Class II Permissive Change,01/19/2000
AFJIC-PCR100,AFJ,ICOM Incorporated,Original Equipment,10/16/1998
AFJIC-PCR1000,AFJ,ICOM Incorporated,Original Equipment,09/22/1997
AFJIC-PW1,AFJ,ICOM Incorporated,Original Equipment,03/17/1998
AFJIC-Q7A,AFJ,ICOM Incorporated,Original Equipment,06/10/1998
AFJIC-R1,AFJ,ICOM Incorporated,Original Equipment,01/11/1990
AFJIC-R10,AFJ,ICOM Incorporated,Class II Permissive Change,02/04/2000
AFJIC-R10,AFJ,ICOM Incorporated,Original Equipment,02/11/1997
AFJIC-R100,AFJ,ICOM Incorporated,Original Equipment,05/04/1990
AFJIC-R2,AFJ,ICOM Incorporated,Class II Permissive Change,06/21/2000
AFJIC-R2,AFJ,ICOM Incorporated,Original Equipment,11/24/1998
AFJIC-R3,AFJ,ICOM Incorporated,Original Equipment,09/26/2000
AFJIC-R5,AFJ,ICOM Incorporated,Original Equipment,01/21/2003
AFJIC-R7100,AFJ,ICOM Incorporated,Original Equipment,04/20/1992
AFJIC-R75,AFJ,ICOM Incorporated,Class II Permissive Change,05/12/2000
AFJIC-R75,AFJ,ICOM Incorporated,Class II Permissive Change,07/28/2009
AFJIC-R75,AFJ,ICOM Incorporated,Class II Permissive Change,10/16/2006
AFJIC-R75,AFJ,ICOM Incorporated,Original Equipment,04/09/1999
AFJIC-R8500,AFJ,ICOM Incorporated,Class II Permissive Change,02/23/2000
AFJIC-R8500,AFJ,ICOM Incorporated,Original Equipment,09/26/1996
AFJIC-RP1620A,AFJ,ICOM Incorporated,Original Equipment,04/06/1993
AFJIC-RP4020,AFJ,ICOM Incorporated,Original Equipment,11/15/1989
AFJIC-RP4520A,AFJ,ICOM Incorporated,Original Equipment,08/07/1991
AFJIC-S21A,AFJ,ICOM Incorporated,Original Equipment,11/10/1993
AFJIC-S41A,AFJ,ICOM Incorporated,Original Equipment,11/12/1993
AFJIC-T21A,AFJ,ICOM Incorporated,Original Equipment,11/10/1993
AFJIC-T22A,AFJ,ICOM Incorporated,Class II Permissive Change,07/07/2000
AFJIC-T22A,AFJ,ICOM Incorporated,Original Equipment,05/23/1995
AFJIC-T2A,AFJ,ICOM Incorporated,Original Equipment,02/19/1997
AFJIC-T2H,AFJ,ICOM Incorporated,Class II Permissive Change,02/11/2000
AFJIC-T2H,AFJ,ICOM Incorporated,Original Equipment,09/16/1998
AFJIC-T41A,AFJ,ICOM Incorporated,Original Equipment,11/12/1993
AFJIC-T42A,AFJ,ICOM Incorporated,Original Equipment,05/23/1995
AFJIC-T7A,AFJ,ICOM Incorporated,Original Equipment,02/14/1996
AFJIC-T7H,AFJ,ICOM Incorporated,Class II Permissive Change,02/11/2000
AFJIC-T7H,AFJ,ICOM Incorporated,Original Equipment,01/15/1999
AFJIC-T81A,AFJ,ICOM Incorporated,Class II Permissive Change,02/23/2000
AFJIC-T81A,AFJ,ICOM Incorporated,Original Equipment,03/29/1999
AFJIC-T8A,AFJ,ICOM Incorporated,Original Equipment,12/19/1997
AFJIC-T90A,AFJ,ICOM Incorporated,Original Equipment,07/21/2002
AFJIC-U10,AFJ,ICOM Incorporated,Original Equipment,09/25/1989
AFJIC-U220-1,AFJ,ICOM Incorporated,Original Equipment,02/04/1992
AFJIC-U220-2,AFJ,ICOM Incorporated,Original Equipment,02/04/1992
AFJIC-U220-3,AFJ,ICOM Incorporated,Original Equipment,02/04/1992
AFJIC-U220-4,AFJ,ICOM Incorporated,Original Equipment,02/04/1992
AFJIC-U220-5,AFJ,ICOM Incorporated,Original Equipment,02/04/1992
AFJIC-U28-1,AFJ,ICOM Incorporated,Original Equipment,02/19/1992
AFJIC-U28-2,AFJ,ICOM Incorporated,Original Equipment,02/19/1992
AFJIC-U28-3,AFJ,ICOM Incorporated,Original Equipment,10/19/1992
AFJIC-U28-4,AFJ,ICOM Incorporated,Original Equipment,10/19/1992
AFJIC-U28-5,AFJ,ICOM Incorporated,Original Equipment,10/19/1992
AFJIC-U28-6,AFJ,ICOM Incorporated,Original Equipment,10/19/1992
AFJIC-U8,AFJ,ICOM Incorporated,Original Equipment,04/23/1990
AFJIC-U810T,AFJ,ICOM Incorporated,Original Equipment,08/07/1992
AFJIC-U81T,AFJ,ICOM Incorporated,Original Equipment,10/19/1992
AFJIC-UR8050,AFJ,ICOM Incorporated,Original Equipment,08/04/1999
AFJIC-V21AT,AFJ,ICOM Incorporated,Original Equipment,11/16/1993
AFJIC-V220,AFJ,ICOM Incorporated,Original Equipment,02/04/1992
AFJIC-V8,AFJ,ICOM Incorporated,Original Equipment,05/29/2001
AFJIC-V8000,AFJ,ICOM Incorporated,Original Equipment,12/27/2001
AFJIC-W21A,AFJ,ICOM Incorporated,Original Equipment,10/09/1992
AFJIC-W21AT,AFJ,ICOM Incorporated,Original Equipment,12/29/1992
AFJIC-W2A,AFJ,ICOM Incorporated,Original Equipment,03/28/1991
AFJIC-W31A,AFJ,ICOM Incorporated,Class II Permissive Change,08/04/1995
AFJIC-W32A,AFJ,ICOM Incorporated,Class II Permissive Change,02/11/2000
AFJIC-W32A,AFJ,ICOM Incorporated,Original Equipment,07/15/1996
AFJIC-X21AT,AFJ,ICOM Incorporated,Original Equipment,05/24/1993
AFJIC-X2A,AFJ,ICOM Incorporated,Original Equipment,07/15/1992
AFJIC-Z1A,AFJ,ICOM Incorporated,Class II Permissive Change,08/21/1995
AFJMR-40,AFJ,ICOM Incorporated,Original Equipment,10/01/1990
AFJMR-570R,AFJ,ICOM Incorporated,Original Equipment,07/06/2001
AFJMR-61,AFJ,ICOM Incorporated,Original Equipment,01/13/1993
AFJMR-610,AFJ,ICOM Incorporated,Original Equipment,09/17/1992
AFJSB-110,AFJ,ICOM Incorporated,Original Equipment,01/25/2002
AFJSL-1105,AFJ,ICOM Incorporated,Original Equipment,12/20/2000
AFJUX-S92A,AFJ,ICOM Incorporated,Original Equipment,01/11/1990
ALH21893110,ALH,Kenwood USA Corporation,Original Equipment,03/17/1998
ALH219000,ALH,Kenwood USA Corporation,Original Equipment,08/04/2009
ALH21903110,ALH,Kenwood USA Corporation,Original Equipment,03/17/1998
ALH21903120,ALH,Kenwood USA Corporation,Original Equipment,08/14/1998
ALH21903130,ALH,Kenwood USA Corporation,Original Equipment,09/10/1998
ALH22892130,ALH,Kenwood USA Corporation,Original Equipment,03/30/1998
ALH22923110,ALH,Kenwood USA Corporation,Original Equipment,03/22/1999
ALH22923120,ALH,Kenwood USA Corporation,Original Equipment,04/08/1999
ALH22923130,ALH,Kenwood USA Corporation,Class II Permissive Change,08/21/2008
ALH22923130,ALH,Kenwood USA Corporation,Class II Permissive Change,09/18/2006
ALH22923130,ALH,Kenwood USA Corporation,Original Equipment,03/24/1999
ALH22933110,ALH,Kenwood USA Corporation,Original Equipment,12/09/1998
ALH22933120,ALH,Kenwood USA Corporation,Original Equipment,03/24/1999
ALH22933210,ALH,Kenwood USA Corporation,Original Equipment,11/04/1998
ALH22943110,ALH,Kenwood USA Corporation,Original Equipment,11/06/1998
ALH22943120,ALH,Kenwood USA Corporation,Original Equipment,03/25/1999
ALH22943130,ALH,Kenwood USA Corporation,Original Equipment,03/23/1999
ALH22943210,ALH,Kenwood USA Corporation,Original Equipment,12/08/1998
ALH22961110,ALH,Kenwood USA Corporation,Class II Permissive Change,01/27/1999
ALH22961110,ALH,Kenwood USA Corporation,Class II Permissive Change,11/16/2005
ALH22961110,ALH,Kenwood USA Corporation,Original Equipment,08/25/1997
ALH229900,ALH,Kenwood USA Corporation,Original Equipment,01/27/2010
ALH22992110,ALH,Kenwood USA Corporation,Original Equipment,08/25/1997
ALH23362130,ALH,Kenwood USA Corporation,Original Equipment,02/23/1998
ALH24563110,ALH,Kenwood USA Corporation,Class II Permissive Change,01/11/2000
ALH24563110,ALH,Kenwood USA Corporation,Class II Permissive Change,11/16/2005
ALH24563110,ALH,Kenwood USA Corporation,Original Equipment,08/10/1999
ALH245700,ALH,Kenwood USA Corporation,Original Equipment,06/30/2009
ALH24572110,ALH,Kenwood USA Corporation,Class II Permissive Change,01/11/2000
ALH24572110,ALH,Kenwood USA Corporation,Original Equipment,11/22/1999
ALH24583110,ALH,Kenwood USA Corporation,Original Equipment,03/05/1999
ALH24583120,ALH,Kenwood USA Corporation,Original Equipment,06/03/1999
ALH24583210,ALH,Kenwood USA Corporation,Original Equipment,09/20/1999
ALH24583220,ALH,Kenwood USA Corporation,Class II Permissive Change,02/28/2000
ALH24583220,ALH,Kenwood USA Corporation,Original Equipment,10/12/1999
ALH24593110,ALH,Kenwood USA Corporation,Original Equipment,02/17/1999
ALH24593120,ALH,Kenwood USA Corporation,Original Equipment,03/05/1999
ALH24593130,ALH,Kenwood USA Corporation,Original Equipment,03/24/1999
ALH24593210,ALH,Kenwood USA Corporation,Original Equipment,08/26/1999
ALH24593220,ALH,Kenwood USA Corporation,Class II Permissive Change,01/11/2000
ALH24593220,ALH,Kenwood USA Corporation,Original Equipment,10/13/1999
ALH24593230,ALH,Kenwood USA Corporation,Class II Permissive Change,02/29/2000
ALH24593230,ALH,Kenwood USA Corporation,Original Equipment,10/13/1999
ALH24613110,ALH,Kenwood USA Corporation,Original Equipment,02/23/1999
ALH24613120,ALH,Kenwood USA Corporation,Original Equipment,05/26/1999
ALH24623110,ALH,Kenwood USA Corporation,Original Equipment,02/16/1999
ALH24623120,ALH,Kenwood USA Corporation,Original Equipment,04/15/1999
ALH24623130,ALH,Kenwood USA Corporation,Original Equipment,04/15/1999
ALH24673110,ALH,Kenwood USA Corporation,Class II Permissive Change,02/03/2000
ALH24673110,ALH,Kenwood USA Corporation,Original Equipment,01/20/1999
ALH26532110,ALH,Kenwood USA Corporation,Original Equipment,04/26/1999
ALH27293110,ALH,Kenwood USA Corporation,Original Equipment,11/09/1998
ALH27303110,ALH,Kenwood USA Corporation,Original Equipment,12/04/1998
ALH29351110,ALH,Kenwood USA Corporation,Class II Permissive Change,03/04/2009
ALH29351110,ALH,Kenwood USA Corporation,Class II Permissive Change,04/20/2000
ALH29351110,ALH,Kenwood USA Corporation,Original Equipment,03/27/2000
ALH29351120,ALH,Kenwood USA Corporation,Class II Permissive Change,02/19/2009
ALH29351120,ALH,Kenwood USA Corporation,Class II Permissive Change,04/20/2000
ALH29351120,ALH,Kenwood USA Corporation,Original Equipment,03/23/2000
ALH29373110,ALH,Kenwood USA Corporation,Original Equipment,10/26/1999
ALH29373120,ALH,Kenwood USA Corporation,Original Equipment,02/14/2000
ALH29373210,ALH,Kenwood USA Corporation,Original Equipment,12/11/2000
ALH29373220,ALH,Kenwood USA Corporation,Original Equipment,02/16/2001
ALH29383110,ALH,Kenwood USA Corporation,Original Equipment,10/14/1999
ALH29383120,ALH,Kenwood USA Corporation,Original Equipment,04/12/2000
ALH29383130,ALH,Kenwood USA Corporation,Original Equipment,07/20/2000
