FCC ID,Grantee Code,Grantee Name,Application Purpose,Grant Date
ALHTK-350G-4,ALH,Kenwood USA Corporation,Original Equipment,11/19/1996
ALHTK-350N-1,ALH,Kenwood USA Corporation,Original Equipment,05/13/1996
ALHTK-350N-2,ALH,Kenwood USA Corporation,Original Equipment,05/28/1996
ALHTK-350N-3,ALH,Kenwood USA Corporation,Original Equipment,05/28/1996
ALHTK-350N-4,ALH,Kenwood USA Corporation,Original Equipment,05/07/1996
ALHTK-370-1,ALH,Kenwood USA Corporation,Original Equipment,04/25/1996
ALHTK-370-2,ALH,Kenwood USA Corporation,Original Equipment,06/05/1996
ALHTK-370-3,ALH,Kenwood USA Corporation,Original Equipment,06/05/1996
ALHTK-370-4,ALH,Kenwood USA Corporation,Original Equipment,05/09/1996
ALHTK-370N-1,ALH,Kenwood USA Corporation,Original Equipment,01/15/1997
ALHTK-370N-2,ALH,Kenwood USA Corporation,Original Equipment,01/03/1997
ALHTK-370N-3,ALH,Kenwood USA Corporation,Original Equipment,01/03/1997
ALHTK-370N-4,ALH,Kenwood USA Corporation,Original Equipment,01/03/1997
ALHTK-430-1,ALH,Kenwood USA Corporation,Original Equipment,09/03/1992
ALHTK-430-2,ALH,Kenwood USA Corporation,Class II Permissive Change,06/27/1995
ALHTK-431-1,ALH,Kenwood USA Corporation,Original Equipment,09/14/1992
ALHTK-630H-1,ALH,Kenwood USA Corporation,Original Equipment,09/26/1991
ALHTK-630H-2,ALH,Kenwood USA Corporation,Original Equipment,10/21/1991
ALHTK-630H-3,ALH,Kenwood USA Corporation,Original Equipment,10/21/1991
ALHTK-705-1,ALH,Kenwood USA Corporation,Original Equipment,08/21/1989
ALHTK-705D-1,ALH,Kenwood USA Corporation,Original Equipment,02/13/1991
ALHTK-705DH-1,ALH,Kenwood USA Corporation,Original Equipment,12/18/1991
ALHTK-708-1,ALH,Kenwood USA Corporation,Original Equipment,05/06/1992
ALHTK-708H-1,ALH,Kenwood USA Corporation,Original Equipment,05/06/1992
ALHTK-730-1,ALH,Kenwood USA Corporation,Class II Permissive Change,01/14/1992
ALHTK-730G-1,ALH,Kenwood USA Corporation,Original Equipment,07/29/1996
ALHTK-730G-2,ALH,Kenwood USA Corporation,Original Equipment,07/25/1996
ALHTK-730H-1,ALH,Kenwood USA Corporation,Class II Permissive Change,01/21/1992
ALHTK-730HG-1,ALH,Kenwood USA Corporation,Class II Permissive Change,06/10/1997
ALHTK-730M-1,ALH,Kenwood USA Corporation,Original Equipment,01/09/1991
ALHTK-760-1,ALH,Kenwood USA Corporation,Class II Permissive Change,12/01/1997
ALHTK-760-2,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-760H-1,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-760H-2,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-805-1,ALH,Kenwood USA Corporation,Original Equipment,08/21/1989
ALHTK-805-2,ALH,Kenwood USA Corporation,Original Equipment,08/21/1989
ALHTK-805-3,ALH,Kenwood USA Corporation,Original Equipment,08/21/1989
ALHTK-805-4,ALH,Kenwood USA Corporation,Original Equipment,08/21/1989
ALHTK-805D-1,ALH,Kenwood USA Corporation,Original Equipment,03/13/1991
ALHTK-805D-2,ALH,Kenwood USA Corporation,Original Equipment,02/13/1991
ALHTK-805D-3,ALH,Kenwood USA Corporation,Original Equipment,02/13/1991
ALHTK-805D-4,ALH,Kenwood USA Corporation,Original Equipment,02/13/1991
ALHTK-805DH-1,ALH,Kenwood USA Corporation,Original Equipment,11/19/1991
ALHTK-805DH-4,ALH,Kenwood USA Corporation,Original Equipment,01/24/1992
ALHTK-806D-1,ALH,Kenwood USA Corporation,Original Equipment,05/14/1991
ALHTK-808-1,ALH,Kenwood USA Corporation,Original Equipment,05/06/1992
ALHTK-808-4,ALH,Kenwood USA Corporation,Original Equipment,10/01/1992
ALHTK-808H-1,ALH,Kenwood USA Corporation,Original Equipment,08/21/1992
ALHTK-808H-4,ALH,Kenwood USA Corporation,Original Equipment,10/01/1992
ALHTK-830-1,ALH,Kenwood USA Corporation,Class II Permissive Change,01/14/1992
ALHTK-830-2,ALH,Kenwood USA Corporation,Class II Permissive Change,01/14/1992
ALHTK-830-3,ALH,Kenwood USA Corporation,Original Equipment,03/11/1992
ALHTK-830-4,ALH,Kenwood USA Corporation,Original Equipment,03/11/1992
ALHTK-830G-1,ALH,Kenwood USA Corporation,Original Equipment,08/01/1996
ALHTK-830G-2,ALH,Kenwood USA Corporation,Original Equipment,08/01/1996
ALHTK-830G-3,ALH,Kenwood USA Corporation,Original Equipment,08/01/1996
ALHTK-830G-4,ALH,Kenwood USA Corporation,Original Equipment,08/01/1996
ALHTK-830H-1,ALH,Kenwood USA Corporation,Class II Permissive Change,01/21/1992
ALHTK-830H-2,ALH,Kenwood USA Corporation,Class II Permissive Change,01/21/1992
ALHTK-830H-3,ALH,Kenwood USA Corporation,Class II Permissive Change,01/21/1992
ALHTK-830HG-1,ALH,Kenwood USA Corporation,Original Equipment,08/01/1996
ALHTK-830HG-2,ALH,Kenwood USA Corporation,Original Equipment,07/30/1996
ALHTK-830HG-3,ALH,Kenwood USA Corporation,Original Equipment,07/30/1996
ALHTK-830M-1,ALH,Kenwood USA Corporation,Original Equipment,01/04/1991
ALHTK-840-1,ALH,Kenwood USA Corporation,Original Equipment,01/23/1995
ALHTK-840-2,ALH,Kenwood USA Corporation,Original Equipment,01/03/1995
ALHTK-840-3,ALH,Kenwood USA Corporation,Class II Permissive Change,05/04/1995
ALHTK-840N-1,ALH,Kenwood USA Corporation,Original Equipment,10/10/1996
ALHTK-840N-2,ALH,Kenwood USA Corporation,Original Equipment,10/10/1996
ALHTK-840N-3,ALH,Kenwood USA Corporation,Original Equipment,10/21/1996
ALHTK-860-1,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-860-2,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-860-3,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-860-4,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-860H-1,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-860H-2,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-860H-3,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-860H-4,ALH,Kenwood USA Corporation,Class II Permissive Change,11/03/1997
ALHTK-930-1,ALH,Kenwood USA Corporation,Original Equipment,04/18/1990
ALHTK-930H-1,ALH,Kenwood USA Corporation,Original Equipment,04/18/1990
ALHTK-930H-2,ALH,Kenwood USA Corporation,Original Equipment,03/20/1995
ALHTK-931-1,ALH,Kenwood USA Corporation,Original Equipment,04/23/1990
ALHTK-931H-1,ALH,Kenwood USA Corporation,Original Equipment,04/23/1990
ALHTK-940-1,ALH,Kenwood USA Corporation,Original Equipment,08/11/1994
ALHTK-941-1,ALH,Kenwood USA Corporation,Original Equipment,08/11/1994
ALHTKM-107,ALH,Kenwood USA Corporation,Original Equipment,01/17/1990
ALHTKM-107-1,ALH,Kenwood USA Corporation,Original Equipment,03/30/1993
ALHTKM-307,ALH,Kenwood USA Corporation,Original Equipment,10/25/1990
ALHTKM-307-1,ALH,Kenwood USA Corporation,Original Equipment,10/20/1993
ALHTKM-407-1,ALH,Kenwood USA Corporation,Original Equipment,01/24/1994
ALHTKM-507,ALH,Kenwood USA Corporation,Original Equipment,11/15/1989
ALHTKM-507-1,ALH,Kenwood USA Corporation,Original Equipment,01/24/1994
ALHTKM-707,ALH,Kenwood USA Corporation,Class II Permissive Change,10/21/1992
ALHTKR-720-1,ALH,Kenwood USA Corporation,Original Equipment,10/26/1990
ALHTKR-720N-1,ALH,Kenwood USA Corporation,Original Equipment,10/20/1997
ALHTKR-820-2,ALH,Kenwood USA Corporation,Original Equipment,03/09/1990
ALHTKR-820-3,ALH,Kenwood USA Corporation,Original Equipment,03/09/1990
ALHTKR-820-4,ALH,Kenwood USA Corporation,Original Equipment,03/09/1990
ALHTKR-820N-1,ALH,Kenwood USA Corporation,Original Equipment,09/09/1996
ALHTKR-820N-2,ALH,Kenwood USA Corporation,Original Equipment,11/06/1998
ALHTKR-820N-3,ALH,Kenwood USA Corporation,Original Equipment,11/06/1998
ALHTKR-820N-4,ALH,Kenwood USA Corporation,Original Equipment,02/11/1999
ALHTKR-900-1,ALH,Kenwood USA Corporation,Original Equipment,11/12/1992
ALHTKR-900-2,ALH,Kenwood USA Corporation,Original Equipment,05/22/1995
ALHTKR-901-1,ALH,Kenwood USA Corporation,Original Equipment,07/21/1993
ALHTM-241A,ALH,Kenwood USA Corporation,Original Equipment,09/24/1990
ALHTM-441A,ALH,Kenwood USA Corporation,Original Equipment,09/19/1990
ALHTM-631A,ALH,Kenwood USA Corporation,Original Equipment,05/18/1989
ALHTM-731A,ALH,Kenwood USA Corporation,Original Equipment,04/12/1989
ALHTM-732A,ALH,Kenwood USA Corporation,Original Equipment,02/28/1992
ALHTM-741A,ALH,Kenwood USA Corporation,Original Equipment,09/05/1991
ALHTM-742A,ALH,Kenwood USA Corporation,Class II Permissive Change,07/14/1993
ALHTM-941A,ALH,Kenwood USA Corporation,Original Equipment,07/23/1990
ALHTS-450S,ALH,Kenwood USA Corporation,Original Equipment,09/16/1991
ALHTS-690S,ALH,Kenwood USA Corporation,Original Equipment,09/16/1991
ALHUBZ-LF14,ALH,Kenwood USA Corporation,Original Equipment,08/08/1997
